session_id,entity_id,entity_type,if_risk_score,label,anomaly_type,is_cold_start
fda6947a492e,user_3880f310,user,0.8006123082990086,anomaly,brute_force,0
40a0edf4b2cb,user_850ca2b6,user,0.8002928127211147,anomaly,lateral_movement,0
f6f427bc6d64,user_1a61615c,user,0.799435792920092,anomaly,impossible_travel,0
875b2b583bcc,user_70658c5a,user,0.7992784281880569,anomaly,credential_stuffing,0
bb50aef98dae,user_9f48adab,user,0.7990702179627329,anomaly,brute_force,0
375be91e73ba,user_3880f310,user,0.799065249747616,normal,none,1
2b0205414934,svc_c0fa647c,service_account,0.7947169615984859,anomaly,brute_force,0
50f7445c5639,user_1a61615c,user,0.793944503910708,normal,none,1
75bc69996e44,user_d8a3b805,user,0.7933513251232989,anomaly,low_and_slow_exfiltration,0
84914591a741,svc_557cd228,service_account,0.7926609811618655,normal,none,1
b507344c1413,dev_09c9cb1b,edge_device,0.7920799206652724,anomaly,credential_stuffing,0
5c40443c4e64,user_1a61615c,user,0.7907663266157505,anomaly,lateral_movement,0
76ec10233729,user_850ca2b6,user,0.7902853694741139,anomaly,lateral_movement,0
8b265f4c2a78,user_850ca2b6,user,0.7900135529370902,anomaly,low_and_slow_exfiltration,0
2d9c3ec906f6,user_3880f310,user,0.788929215306412,normal,none,0
29394f0d3592,dev_3d8da41d,edge_device,0.7887989832300889,anomaly,lateral_movement,1
5fbce202b4e6,user_70658c5a,user,0.788722895494141,anomaly,credential_stuffing,0
0ee1e1716f90,svc_2f8c9b0e,service_account,0.7868529894845128,normal,none,1
ed724d139871,svc_c0fa647c,service_account,0.7857672416032744,anomaly,brute_force,0
fe0bfb0b61c4,user_ff26c9ec,user,0.7856390506436741,anomaly,brute_force,0
dc471079acc0,user_471233c5,user,0.78315919981013,anomaly,credential_stuffing,0
5bfe3736ca93,user_850ca2b6,user,0.7828297812740431,anomaly,low_and_slow_exfiltration,0
aef4e4cbc1f3,user_05fb4741,user,0.7817374673112875,anomaly,lateral_movement,0
c104a82498a7,user_8726aaaf,user,0.7803911499490968,anomaly,brute_force,0
5492908de3e0,user_3880f310,user,0.7803911499490968,anomaly,brute_force,0
4812696a137f,user_9f48adab,user,0.7803911499490968,anomaly,brute_force,0
b708584301c3,user_5d08b4fd,user,0.7799133796162463,normal,none,0
f7c9ffa4830e,user_b3163d00,user,0.7795369766869128,normal,none,1
e50d6b136e86,user_3880f310,user,0.7792535005941101,anomaly,brute_force,0
bc10559d983d,user_850ca2b6,user,0.7783587563518777,anomaly,impossible_travel,0
3021a59c5417,user_f4151d50,user,0.7745381616972039,anomaly,credential_stuffing,0
51e720763331,user_d8a3b805,user,0.7720333879313654,normal,none,1
d009c2672d4f,user_471233c5,user,0.7717541173307163,normal,none,1
cd82366b906b,user_9f48adab,user,0.7704496631197215,normal,none,1
a151f32dae11,dev_3d8da41d,edge_device,0.7704305956640602,anomaly,lateral_movement,1
2bd47c47a175,user_54489d7e,user,0.7697909370586656,normal,none,1
93ee83010322,user_1a61615c,user,0.7690025189841028,anomaly,lateral_movement,0
03a630852f8f,user_3880f310,user,0.7662320739471244,anomaly,brute_force,0
30e91a5d71a2,user_f4151d50,user,0.7657153572326353,normal,none,1
441ee2d6e499,user_48d8b851,user,0.7645311104225944,anomaly,credential_stuffing,0
bacb13198fa7,user_48d8b851,user,0.762756077116828,anomaly,impossible_travel,0
2132df4d03e7,user_05fb4741,user,0.7621096889654144,anomaly,lateral_movement,0
331b972850bd,dev_52556f96,edge_device,0.7618628221501963,normal,none,1
9d4fde77446a,user_ff26c9ec,user,0.7581420744217032,anomaly,brute_force,0
f230a0d325cb,user_850ca2b6,user,0.7574410353096366,anomaly,lateral_movement,0
da32060da245,user_8726aaaf,user,0.7569249168553198,anomaly,brute_force,0
45349267a576,user_3880f310,user,0.7569249168553198,anomaly,brute_force,0
8b06bd32e75f,user_9f48adab,user,0.7569249168553198,anomaly,brute_force,0
83b330f73b36,user_9b81f6fa,user,0.7567792319528918,normal,none,1
3ab9500081b3,user_3880f310,user,0.7563166468195472,anomaly,brute_force,0
50e8f8bb4ce9,user_9b81f6fa,user,0.7552080146949657,normal,none,0
2a43262cd2b1,user_05fb4741,user,0.7532763055587678,anomaly,lateral_movement,0
37939160f9e8,user_b3163d00,user,0.7511425992574952,anomaly,credential_stuffing,0
b666b765ba64,user_1a61615c,user,0.749853142822255,normal,none,1
2321d684b7ac,user_ff26c9ec,user,0.7498422064452421,normal,none,1
039a3080dca6,user_3880f310,user,0.7488146327633168,normal,none,1
64b562f3483b,user_3880f310,user,0.7486990867798736,normal,none,1
a2709d5eb1bd,dev_52556f96,edge_device,0.7484581035013208,normal,none,1
aa323d270f44,svc_8e47b6dc,service_account,0.7478257696413034,normal,none,1
70d9e113ce38,user_1a61615c,user,0.7470087901211718,normal,none,1
b75fdf4c81f8,user_df0bfbcc,user,0.7466503357199176,anomaly,credential_stuffing,0
d76bb15aabe0,dev_180f6880,edge_device,0.7450629088093803,normal,none,1
b384106fa7be,dev_180f6880,edge_device,0.7445664957773743,anomaly,credential_stuffing,0
ed9deee22ae5,dev_5db0d72f,edge_device,0.7425786150611834,normal,none,1
38980db51632,dev_09c9cb1b,edge_device,0.7422023275095382,normal,none,1
4a259820d504,user_ff26c9ec,user,0.7414708348407427,anomaly,brute_force,0
3ac61094d9aa,user_54489d7e,user,0.7414708348407427,anomaly,brute_force,0
05aef5500dda,svc_c0fa647c,service_account,0.7414708348407427,anomaly,brute_force,0
3f3ba6173771,user_3880f310,user,0.7403365617803449,normal,none,1
a2d4e3a5174e,user_8726aaaf,user,0.7403037818987438,normal,none,1
4ce36d6a693a,user_48d8b851,user,0.7396576296331085,anomaly,credential_stuffing,0
7baab2a3b4f0,user_471233c5,user,0.737688323284692,anomaly,low_and_slow_exfiltration,0
91a1bf393ffe,svc_8e47b6dc,service_account,0.7373579805111921,anomaly,credential_stuffing,0
18e620833982,svc_c0fa647c,service_account,0.7373579805111921,anomaly,credential_stuffing,0
f83f3a21e6a6,user_d8a3b805,user,0.7362742229895621,normal,none,1
080fff9515bd,user_1a61615c,user,0.7345555265916089,anomaly,lateral_movement,0
977f84c220d5,user_4c67d7fa,user,0.7340720910994443,normal,none,1
31b5bea89053,svc_76897e89,service_account,0.7333510206412576,anomaly,credential_stuffing,1
f5bb32c36707,user_850ca2b6,user,0.7322548502887498,anomaly,lateral_movement,0
6aa2f8ee7365,user_1a61615c,user,0.7303110808014055,anomaly,lateral_movement,0
21e36b024832,user_850ca2b6,user,0.729850540539864,normal,none,1
c6108cebead8,user_3880f310,user,0.7292325162869367,anomaly,brute_force,0
9695132746b1,user_4c67d7fa,user,0.7287793275350795,normal,none,1
bec26e96a463,user_8726aaaf,user,0.7286336128163803,anomaly,brute_force,0
8811d0c5b3de,user_9f48adab,user,0.7286336128163803,anomaly,brute_force,0
5f3ff9ed0ef9,user_8726aaaf,user,0.7269296692625034,anomaly,impossible_travel,0
5d47cd1c7bdd,user_471233c5,user,0.7263287348277194,anomaly,brute_force,0
f30797691d08,user_3880f310,user,0.7257308135204228,anomaly,brute_force,0
07d47e4a43ca,user_9b81f6fa,user,0.7251467074742701,normal,none,0
a603bcc962ea,user_54489d7e,user,0.7251330944516033,anomaly,brute_force,0
caac7445c79f,svc_c0fa647c,service_account,0.7251330944516033,anomaly,brute_force,0
a27791831ed1,user_ff26c9ec,user,0.7251330944516033,anomaly,brute_force,0
b1a9947e2875,user_471233c5,user,0.7248475383912188,anomaly,brute_force,0
be39a0ba13b6,svc_2f8c9b0e,service_account,0.7247306387125497,normal,none,1
a71d28951acb,user_d8a3b805,user,0.7246860464936709,normal,none,1
71b47bbdeaca,user_d8a3b805,user,0.7245395307769634,normal,none,1
436fea5ef3df,user_471233c5,user,0.7236532632630781,normal,none,1
a40711d04a8c,user_05fb4741,user,0.7228302216848507,anomaly,lateral_movement,0
776673c5e147,dev_09c9cb1b,edge_device,0.7215859612183706,anomaly,brute_force,0
567e8a248605,svc_2f8c9b0e,service_account,0.7215209237000486,anomaly,low_and_slow_exfiltration,0
a9af6e5588fc,user_9b81f6fa,user,0.7196598899715161,normal,none,0
1f73050f0db3,user_5d08b4fd,user,0.7195491368587236,normal,none,1
476ae8d2fea7,user_8726aaaf,user,0.7187501396869398,normal,none,0
e42d885a5eec,user_1a61615c,user,0.7185715128869749,anomaly,brute_force,0
b76496a20f6b,user_ff26c9ec,user,0.7185200742351635,normal,none,1
fc26d598f995,user_9f48adab,user,0.7174675765078298,normal,none,1
b7a6abac01e1,dev_ab5f9888,edge_device,0.7155374374504155,normal,none,1
c167583f7a52,user_05fb4741,user,0.7143898016383103,anomaly,lateral_movement,0
4e93e78ce4eb,user_05fb4741,user,0.714271363112455,normal,none,1
2009874498a5,user_471233c5,user,0.7137282851804064,normal,none,1
443505f75236,user_df0bfbcc,user,0.7128418591969785,normal,none,1
1243001087bc,user_54489d7e,user,0.7117685272242219,normal,none,1
f51eee149b7e,user_9b81f6fa,user,0.7105744875891472,normal,none,1
5c50d05fdc8a,user_3880f310,user,0.7100964887679402,anomaly,brute_force,0
2d3afe717e70,user_850ca2b6,user,0.709568575836477,anomaly,lateral_movement,0
a0aa2d7f320f,user_1a61615c,user,0.7083595194615928,anomaly,lateral_movement,0
b763020acba6,user_5d08b4fd,user,0.7083404892834378,normal,none,1
8222aaf842fb,user_d8a3b805,user,0.7074275346045463,normal,none,1
496f4a8dedfd,user_9f48adab,user,0.7069718457677521,anomaly,brute_force,0
ddac9d184eca,user_8726aaaf,user,0.7069718457677521,anomaly,brute_force,0
d592dcb31a72,user_9b81f6fa,user,0.7047968383333929,normal,none,1
cd8ce050c5f1,user_471233c5,user,0.7046075491943363,anomaly,brute_force,0
75d7c2dfe58d,user_d8a3b805,user,0.7038758229118933,anomaly,low_and_slow_exfiltration,0
8251f1b60ca3,dev_ab5f9888,edge_device,0.7024449411222415,normal,none,1
d662696862f3,user_1a61615c,user,0.7016566739458057,anomaly,brute_force,0
4de182d3390d,svc_c0fa647c,service_account,0.7016566739458057,anomaly,brute_force,0
4b4af9406277,user_3880f310,user,0.7016566739458057,anomaly,brute_force,0
0603cbc87932,dev_09c9cb1b,edge_device,0.700592496707204,anomaly,low_and_slow_exfiltration,0
f589bc4f90fb,user_54489d7e,user,0.7004777207026672,anomaly,brute_force,0
9ac67741833a,user_ff26c9ec,user,0.7004777207026672,anomaly,brute_force,0
8a56ef154f75,svc_2f8c9b0e,service_account,0.6990419626536075,normal,none,0
ebe6e0fe7b4a,user_f4151d50,user,0.6979000834478192,normal,none,1
1864b7f60d07,user_f4151d50,user,0.6970412053793573,normal,none,1
21f809f0b44e,user_8726aaaf,user,0.6969218624659237,anomaly,brute_force,0
10042a0d1a11,user_3880f310,user,0.6969218624659237,anomaly,brute_force,0
78501a40ff22,user_9b81f6fa,user,0.6964285788619751,normal,none,1
df2b88a21518,user_21f0d642,user,0.69423145703192,anomaly,credential_stuffing,1
b2976c77c874,user_9f48adab,user,0.6938207223253745,anomaly,brute_force,0
851dcc06ac98,user_b3163d00,user,0.6938207223253745,anomaly,brute_force,0
55a757741d59,user_05fb4741,user,0.6931468570454719,normal,none,1
7c6e1c23b673,user_471233c5,user,0.6911815592398107,anomaly,brute_force,0
e9ede95e4229,user_54489d7e,user,0.6907410423171786,anomaly,brute_force,0
e136439708e6,user_3880f310,user,0.6905955259705879,anomaly,brute_force,0
d233c22ac523,svc_76897e89,service_account,0.6897000245785204,anomaly,credential_stuffing,1
add124845198,svc_c0fa647c,service_account,0.6894240540176436,anomaly,brute_force,0
eada8b2062cb,user_54489d7e,user,0.6894240540176436,anomaly,brute_force,0
98bcd7024ce9,dev_09c9cb1b,edge_device,0.6894240540176436,anomaly,brute_force,0
d55318cf5f22,user_1a61615c,user,0.6894240540176436,anomaly,brute_force,0
124e567770e1,user_ff26c9ec,user,0.6894240540176436,anomaly,brute_force,0
dd9772844e05,user_05fb4741,user,0.6877709434385584,anomaly,credential_stuffing,0
6056b22b4eb7,user_3880f310,user,0.6860635820454635,anomaly,brute_force,0
0defb3c27113,user_b3163d00,user,0.6858611795501001,anomaly,brute_force,0
571dcfb77643,user_54489d7e,user,0.6857800490094671,normal,none,0
04f00540c97b,user_3880f310,user,0.6851254346156228,anomaly,brute_force,0
70d11b990601,user_9f48adab,user,0.6848951753067023,anomaly,brute_force,0
eb460cde6ffa,user_b3163d00,user,0.6848951753067023,anomaly,brute_force,0
69c10379e72b,user_8726aaaf,user,0.6848951753067023,anomaly,brute_force,0
4bd7cb4ac4e5,svc_2f8c9b0e,service_account,0.6843233237749506,normal,none,0
ac81aad8ce01,user_850ca2b6,user,0.6832590282084366,anomaly,low_and_slow_exfiltration,0
377a788c1276,user_1a61615c,user,0.6829078959141285,normal,none,1
f45b83c41353,user_05fb4741,user,0.682901230846848,normal,none,1
04f099c01726,user_8726aaaf,user,0.6810279914487855,anomaly,brute_force,0
a051bd574c2d,user_48d8b851,user,0.6807256996640363,normal,none,1
727ba6e717c3,user_05fb4741,user,0.6806776375739244,normal,none,1
bedeb2d8f538,user_df0bfbcc,user,0.6804590826050915,anomaly,credential_stuffing,0
66b70c671bab,svc_c0fa647c,service_account,0.6803757107078416,anomaly,brute_force,0
f047ea7e745d,user_3880f310,user,0.6803757107078416,anomaly,brute_force,0
867a46ae809b,dev_09c9cb1b,edge_device,0.6797933323649856,anomaly,brute_force,0
37a278362e4b,user_1a61615c,user,0.6797933323649856,anomaly,brute_force,0
88fe261b6bb8,user_ff26c9ec,user,0.6797933323649856,anomaly,brute_force,0
65340d7ef6bb,user_9f48adab,user,0.6791600654527571,anomaly,brute_force,0
d2430073960a,user_b3163d00,user,0.6791600654527571,anomaly,brute_force,0
88cd8d90fc0d,user_3880f310,user,0.6768333775679964,anomaly,brute_force,0
e2b5d1b0c77f,user_471233c5,user,0.6768333775679964,anomaly,brute_force,0
987a122f5b05,user_5d08b4fd,user,0.6754473334204785,normal,none,1
a0e835c03e14,svc_c0fa647c,service_account,0.6750904266342036,anomaly,brute_force,0
436ba584f6d1,user_54489d7e,user,0.6750904266342036,anomaly,brute_force,0
116d39305e8a,dev_ab5f9888,edge_device,0.6706639060711863,normal,none,0
428c41fa4ceb,user_471233c5,user,0.670197662596487,normal,none,1
5e34d2904756,user_ff26c9ec,user,0.6695489941597051,anomaly,brute_force,0
758a44e6e5ff,dev_5db0d72f,edge_device,0.6692188056687636,normal,none,0
f6bea17d67f0,dev_180f6880,edge_device,0.6689187126333395,anomaly,lateral_movement,0
ee1ba197dcb5,user_8726aaaf,user,0.6687196538559779,normal,none,1
94d779f12c2b,user_05fb4741,user,0.6686501107991026,anomaly,lateral_movement,0
9edbe54a12e2,user_471233c5,user,0.6684043486473943,anomaly,credential_stuffing,0
8808f2316705,svc_557cd228,service_account,0.6674961935968728,normal,none,1
187645f2b584,svc_c0fa647c,service_account,0.6669050185467494,anomaly,brute_force,0
3d8afa9ad6b6,user_54489d7e,user,0.6669050185467494,anomaly,brute_force,0
2b01018eb2ca,user_1a61615c,user,0.6669050185467494,anomaly,brute_force,0
802bccaa4140,user_3880f310,user,0.6669050185467494,anomaly,brute_force,0
8e3b193b7279,user_ff26c9ec,user,0.666327196476157,anomaly,brute_force,0
41e2f57c0de6,user_8726aaaf,user,0.6661643484844691,normal,none,1
6f06e6c4e364,user_b3163d00,user,0.6653415132944095,anomaly,brute_force,0
9bba61695823,user_9f48adab,user,0.6653415132944095,anomaly,brute_force,0
a6610362cd5f,user_3880f310,user,0.6653415132944095,anomaly,brute_force,0
8a2534c30952,dev_09c9cb1b,edge_device,0.6653415132944095,anomaly,brute_force,0
f9a78c247652,dev_180f6880,edge_device,0.6645979060668049,anomaly,lateral_movement,0
4cdcee7efee2,svc_557cd228,service_account,0.6641942220204246,normal,none,1
d9f93fee9c3e,user_471233c5,user,0.6641871220818937,anomaly,brute_force,0
7ef7daf3494f,user_3880f310,user,0.6637515002012926,anomaly,brute_force,0
fee7a2086bdd,dev_09c9cb1b,edge_device,0.6637515002012926,anomaly,brute_force,0
89124e37a1b8,dev_3d8da41d,edge_device,0.6636248313958109,anomaly,credential_stuffing,0
fd3e0e310694,user_4c67d7fa,user,0.6635488282121244,normal,none,0
ed37481056c0,user_8726aaaf,user,0.6620218190615428,anomaly,brute_force,0
da68531aa575,user_850ca2b6,user,0.661296879858059,normal,none,0
0c915f465830,svc_2f8c9b0e,service_account,0.6601903115891596,anomaly,credential_stuffing,0
b48d19af4946,user_9f48adab,user,0.6601892749847011,anomaly,brute_force,0
f8cf02f3916d,user_b3163d00,user,0.6601892749847011,anomaly,brute_force,0
8556d1a7ca86,svc_2f8c9b0e,service_account,0.659852131646397,normal,none,0
bf421f8b96e1,dev_a5ce7ffe,edge_device,0.6586390856173209,normal,none,1
84e08a75f805,svc_8e47b6dc,service_account,0.6582701371296887,normal,none,0
3b48e0f9de2c,user_54489d7e,user,0.6578882404937244,anomaly,brute_force,0
e2505104d806,user_471233c5,user,0.6578882404937244,anomaly,brute_force,0
8bdfc6c45c08,user_3880f310,user,0.6578882404937244,anomaly,brute_force,0
e17f2d043f33,dev_09c9cb1b,edge_device,0.6561645068373945,anomaly,brute_force,0
01a08493f95a,user_1a61615c,user,0.6561645068373945,anomaly,brute_force,0
89e955247d88,user_ff26c9ec,user,0.6561645068373945,anomaly,brute_force,0
f6bacdf3564c,user_3880f310,user,0.6555903175939071,anomaly,brute_force,0
8d1e1dfa45b5,dev_52556f96,edge_device,0.6537720451276743,normal,none,0
a3c3915bbab6,user_471233c5,user,0.6534660111065164,normal,none,0
80b9e133f99a,user_54489d7e,user,0.6533860598177785,normal,none,1
a3e9bab9c1cf,user_df0bfbcc,user,0.6532164721090024,normal,none,1
68e7781afd00,dev_1428c6b5,edge_device,0.6531826573719659,normal,none,0
c02192593bce,dev_09c9cb1b,edge_device,0.6525681782414544,anomaly,credential_stuffing,0
b698cc6e58f5,user_3880f310,user,0.6521985119843522,anomaly,brute_force,0
dc02602f482a,user_471233c5,user,0.6521985119843522,anomaly,brute_force,0
0b2e0a41afca,user_54489d7e,user,0.6516256641828734,anomaly,brute_force,0
6200b3024cb1,user_05fb4741,user,0.6510142239617331,anomaly,lateral_movement,0
5d0fcac1f356,user_3880f310,user,0.6492693537326394,anomaly,brute_force,0
af7220c2fc23,user_ff26c9ec,user,0.6492693537326394,anomaly,brute_force,0
f1e7b780514e,user_b3163d00,user,0.6491507390491321,anomaly,brute_force,0
0b74b3e02292,user_9f48adab,user,0.6491507390491321,anomaly,brute_force,0
b3111850aed8,user_3880f310,user,0.6484603558690777,anomaly,brute_force,0
d058568a663d,user_471233c5,user,0.647888772446357,anomaly,brute_force,0
6b7092487d77,dev_09c9cb1b,edge_device,0.6471525790588215,anomaly,low_and_slow_exfiltration,0
d913f7534aab,user_54489d7e,user,0.6462718947466206,anomaly,brute_force,0
092524d88b6e,user_1a61615c,user,0.6462718947466206,anomaly,brute_force,0
4f9c2aa1e544,user_ff26c9ec,user,0.6462718947466206,anomaly,brute_force,0
c8f87f6078fd,user_48d8b851,user,0.6450930483625241,normal,none,1
27c14fffa47a,user_9f48adab,user,0.6439494137985297,normal,none,0
0db035b184a5,user_05fb4741,user,0.6435247269374045,anomaly,lateral_movement,0
fe65e422fe61,user_3880f310,user,0.6434288208269225,anomaly,brute_force,0
ce7745444d71,user_f4151d50,user,0.6433821742454849,normal,none,0
