session_id,entity_id,entity_type,risk_score,detection_method,if_risk_score,seq_risk_score,label,anomaly_type,is_cold_start
5492908de3e0,user_3880f310,user,0.9976776841650464,sequence_lstm,0.7803911499490968,0.39385208,anomaly,brute_force,0
436ba584f6d1,user_54489d7e,user,0.9976236768200475,sequence_lstm,0.6750904266342036,0.38698548,anomaly,brute_force,0
f30797691d08,user_3880f310,user,0.9975696694750487,sequence_lstm,0.7257308135204228,0.38479653,anomaly,brute_force,0
b75e031527c4,user_3880f310,user,0.9975156621300497,sequence_lstm,0.8356343033853699,0.38466948,anomaly,brute_force,0
03a630852f8f,user_3880f310,user,0.9974616547850508,sequence_lstm,0.7662320739471244,0.37870824,anomaly,brute_force,0
3ab9500081b3,user_3880f310,user,0.9974076474400518,sequence_lstm,0.7563166468195472,0.37271705,anomaly,brute_force,0
34f78c926f49,dev_09c9cb1b,edge_device,0.9973536400950529,sequence_lstm,0.5935916004746896,0.37016073,anomaly,brute_force,0
dfaa0650b564,dev_09c9cb1b,edge_device,0.997299632750054,sequence_lstm,0.6089785099763486,0.36419111,anomaly,brute_force,0
554e881d6380,dev_09c9cb1b,edge_device,0.9972456254050551,sequence_lstm,0.6100955351581927,0.36388132,anomaly,brute_force,0
456a28e040e0,dev_09c9cb1b,edge_device,0.9971916180600562,sequence_lstm,0.6100955351581927,0.36285397,anomaly,brute_force,0
dc02602f482a,user_471233c5,user,0.9971376107150572,sequence_lstm,0.6521985119843522,0.35733956,anomaly,brute_force,0
0b74b3e02292,user_9f48adab,user,0.9970836033700583,sequence_lstm,0.6491507390491321,0.3572289,anomaly,brute_force,0
f87a1c9eda47,dev_09c9cb1b,edge_device,0.9970295960250594,sequence_lstm,0.5935916004746896,0.35021892,anomaly,brute_force,0
65aa17e725b6,user_54489d7e,user,0.9969755886800605,sequence_lstm,0.6005220678973959,0.34738964,anomaly,brute_force,0
7e35ca1879a1,dev_09c9cb1b,edge_device,0.9969215813350616,sequence_lstm,0.5935916004746896,0.34699136,anomaly,brute_force,0
496f4a8dedfd,user_9f48adab,user,0.9968675739900626,sequence_lstm,0.7069718457677521,0.33824605,anomaly,brute_force,0
4a259820d504,user_ff26c9ec,user,0.9968135666450637,sequence_lstm,0.7414708348407427,0.32901865,anomaly,brute_force,0
17257b418fd4,user_1a61615c,user,0.9967595593000648,sequence_lstm,0.6146867609029107,0.32709235,anomaly,brute_force,0
9ac105bb7c8f,user_1a61615c,user,0.9967055519550659,sequence_lstm,0.6267045320153932,0.32578313,anomaly,brute_force,0
16d434a38b9d,user_b3163d00,user,0.996651544610067,sequence_lstm,0.3874939719120748,0.3229323,anomaly,brute_force,0
fe37db226a55,user_1a61615c,user,0.9965975372650681,sequence_lstm,0.35481320609322,0.3202852,anomaly,brute_force,0
3d8afa9ad6b6,user_54489d7e,user,0.9965435299200691,sequence_lstm,0.6669050185467494,0.31420046,anomaly,brute_force,0
f1e7b780514e,user_b3163d00,user,0.9964895225750702,sequence_lstm,0.6491507390491321,0.31310016,anomaly,brute_force,0
c02f04b78280,dev_09c9cb1b,edge_device,0.9964355152300713,sequence_lstm,0.5924857378525535,0.30535507,anomaly,brute_force,0
d9f93fee9c3e,user_471233c5,user,0.9963815078850724,sequence_lstm,0.6641871220818937,0.30178887,anomaly,brute_force,0
0ca1f9d48c85,dev_09c9cb1b,edge_device,0.9963275005400735,sequence_lstm,0.5916620726733779,0.2937586,anomaly,brute_force,0
4f9c2aa1e544,user_ff26c9ec,user,0.9962734931950745,sequence_lstm,0.6462718947466206,0.29154485,anomaly,brute_force,0
af7220c2fc23,user_ff26c9ec,user,0.9962194858500756,sequence_lstm,0.6492693537326394,0.2911739,anomaly,brute_force,0
3b48e0f9de2c,user_54489d7e,user,0.9961654785050766,sequence_lstm,0.6578882404937244,0.29014677,anomaly,brute_force,0
f7e8c91b8f9a,user_1a61615c,user,0.9961114711600778,sequence_lstm,0.6294284360206679,0.28174388,anomaly,brute_force,0
7d7e08389a72,user_b3163d00,user,0.9960574638150789,sequence_lstm,0.6100955351581927,0.2800201,anomaly,brute_force,0
8d9cddcf56c5,user_b3163d00,user,0.9960034564700799,sequence_lstm,0.6100955351581927,0.27839085,anomaly,brute_force,0
092524d88b6e,user_1a61615c,user,0.995949449125081,sequence_lstm,0.6462718947466206,0.27564353,anomaly,brute_force,0
1f6201da82ea,dev_09c9cb1b,edge_device,0.995895441780082,sequence_lstm,0.6146867609029107,0.2732933,anomaly,brute_force,0
37939160f9e8,user_b3163d00,user,0.9958414344350832,sequence_lstm,0.7511425992574952,0.27111524,anomaly,credential_stuffing,0
d913f7534aab,user_54489d7e,user,0.9957874270900843,sequence_lstm,0.6462718947466206,0.27032536,anomaly,brute_force,0
4ca4e5742eea,user_54489d7e,user,0.9957334197450853,sequence_lstm,0.6027454235091056,0.26606596,anomaly,brute_force,0
544f9fda01fe,dev_09c9cb1b,edge_device,0.9956794124000864,sequence_lstm,0.6191265758900909,0.26378247,anomaly,brute_force,0
9d4fde77446a,user_ff26c9ec,user,0.9956254050550875,sequence_lstm,0.7581420744217032,0.26267105,anomaly,brute_force,0
caac7445c79f,svc_c0fa647c,service_account,0.9955713977100886,sequence_lstm,0.7251330944516033,0.26177365,anomaly,brute_force,0
0b2e0a41afca,user_54489d7e,user,0.9955173903650897,sequence_lstm,0.6516256641828734,0.26164165,anomaly,brute_force,0
d507b299fd76,user_ff26c9ec,user,0.9954633830200907,sequence_lstm,0.6294284360206679,0.25813764,anomaly,brute_force,0
88fe261b6bb8,user_ff26c9ec,user,0.9954093756750918,sequence_lstm,0.6797933323649856,0.24662839,anomaly,brute_force,0
e17f2d043f33,dev_09c9cb1b,edge_device,0.9953553683300929,sequence_lstm,0.6561645068373945,0.24424887,anomaly,brute_force,0
05aef5500dda,svc_c0fa647c,service_account,0.9953013609850939,sequence_lstm,0.7414708348407427,0.24349122,anomaly,brute_force,0
a6660b9d10e6,user_9f48adab,user,0.9952473536400951,sequence_lstm,0.6164846928900143,0.24248427,anomaly,brute_force,0
1563ffb184c9,user_471233c5,user,0.9951933462950961,sequence_lstm,0.2433147516014993,0.24204725,normal,none,0
ecf6913b7770,user_b3163d00,user,0.9951393389500972,sequence_lstm,0.2021241893318555,0.24127617,normal,none,0
8a2534c30952,dev_09c9cb1b,edge_device,0.9950853316050983,sequence_lstm,0.6653415132944095,0.23860896,anomaly,brute_force,0
2d6aa01c40c5,user_ff26c9ec,user,0.9950313242600993,sequence_lstm,0.6267045320153932,0.23292997,anomaly,brute_force,0
d91e23bdcdc8,user_9f48adab,user,0.9949773169151005,sequence_lstm,0.3199011388193771,0.2297415,normal,none,0
def8472b5685,user_9f48adab,user,0.9949233095701016,sequence_lstm,0.3393438020262184,0.22960262,normal,none,0
1bbda0da4ff7,user_9f48adab,user,0.9948693022251026,sequence_lstm,0.4345863285117376,0.22958387,normal,none,0
867a46ae809b,dev_09c9cb1b,edge_device,0.9948152948801037,sequence_lstm,0.6797933323649856,0.22564642,anomaly,brute_force,0
40092a0d5803,user_9f48adab,user,0.9947612875351047,sequence_lstm,0.0690171992532275,0.2243631,normal,none,0
98bcd7024ce9,dev_09c9cb1b,edge_device,0.9947072801901059,sequence_lstm,0.6894240540176436,0.22196944,anomaly,brute_force,0
ed724d139871,svc_c0fa647c,service_account,0.994653272845107,sequence_lstm,0.7857672416032744,0.22193365,anomaly,brute_force,0
940157d8dac9,svc_c0fa647c,service_account,0.994599265500108,sequence_lstm,0.5543617092023143,0.2219277,anomaly,brute_force,0
fee7a2086bdd,dev_09c9cb1b,edge_device,0.9945452581551091,sequence_lstm,0.6637515002012926,0.22035874,anomaly,brute_force,0
5e34d2904756,user_ff26c9ec,user,0.9944912508101101,sequence_lstm,0.6695489941597051,0.21924739,anomaly,brute_force,0
bec26e96a463,user_8726aaaf,user,0.9944372434651113,sequence_lstm,0.7286336128163803,0.2183847,anomaly,brute_force,0
a0e835c03e14,svc_c0fa647c,service_account,0.9943832361201124,sequence_lstm,0.6750904266342036,0.21805087,anomaly,brute_force,0
69c10379e72b,user_8726aaaf,user,0.9943292287751134,sequence_lstm,0.6848951753067023,0.21647634,anomaly,brute_force,0
a27bcf1fa31a,user_b3163d00,user,0.9942752214301145,sequence_lstm,0.1719444864398514,0.21489449,normal,none,0
bbb8f8690938,user_ff26c9ec,user,0.9942212140851155,sequence_lstm,0.3974874753922167,0.21139213,normal,none,0
eada8b2062cb,user_54489d7e,user,0.9941672067401166,sequence_lstm,0.6894240540176436,0.21045317,anomaly,brute_force,0
734e82865aaa,user_54489d7e,user,0.9941131993951178,sequence_lstm,0.4248011693887409,0.21044703,anomaly,brute_force,0
da32060da245,user_8726aaaf,user,0.9940591920501188,sequence_lstm,0.7569249168553198,0.20203705,anomaly,brute_force,0
187645f2b584,svc_c0fa647c,service_account,0.9940051847051199,sequence_lstm,0.6669050185467494,0.20067546,anomaly,brute_force,0
17d401c9b510,svc_c0fa647c,service_account,0.993951177360121,sequence_lstm,0.855546500395665,0.19618398,anomaly,brute_force,0
0f29084921eb,user_54489d7e,user,0.993897170015122,sequence_lstm,0.2534468099874309,0.195107,normal,none,0
eb460cde6ffa,user_b3163d00,user,0.9938431626701232,sequence_lstm,0.6848951753067023,0.19121273,anomaly,brute_force,0
3c19376cff22,svc_c0fa647c,service_account,0.9937891553251242,sequence_lstm,0.1076171506918689,0.18959315,normal,none,0
e2505104d806,user_471233c5,user,0.9937351479801253,sequence_lstm,0.6578882404937244,0.18952422,anomaly,brute_force,0
e2b5d1b0c77f,user_471233c5,user,0.9936811406351264,sequence_lstm,0.6768333775679964,0.18706435,anomaly,brute_force,0
a89656b0f62b,svc_c0fa647c,service_account,0.9936271332901274,sequence_lstm,0.1300837059239225,0.18657367,normal,none,0
7c6e1c23b673,user_471233c5,user,0.9935731259451286,sequence_lstm,0.6911815592398107,0.18655208,anomaly,brute_force,0
021e7474aa6e,user_471233c5,user,0.9935191186001296,sequence_lstm,0.4296648491066535,0.18654612,anomaly,brute_force,0
66b70c671bab,svc_c0fa647c,service_account,0.9934651112551307,sequence_lstm,0.6803757107078416,0.18327782,anomaly,brute_force,0
798dd230df23,user_9f48adab,user,0.9934111039101318,sequence_lstm,0.6422892504279111,0.18239802,anomaly,brute_force,0
ff851b6eedc7,user_9f48adab,user,0.9933570965651328,sequence_lstm,0.3602930897134764,0.18197893,anomaly,brute_force,0
8e3b193b7279,user_ff26c9ec,user,0.9933030892201339,sequence_lstm,0.666327196476157,0.17833775,anomaly,brute_force,0
851dcc06ac98,user_b3163d00,user,0.993249081875135,sequence_lstm,0.6938207223253745,0.17799033,anomaly,brute_force,0
b3111850aed8,user_3880f310,user,0.9931950745301361,sequence_lstm,0.6484603558690777,0.17798257,anomaly,brute_force,0
21f809f0b44e,user_8726aaaf,user,0.9931410671851372,sequence_lstm,0.6969218624659237,0.17717128,anomaly,brute_force,0
f589bc4f90fb,user_54489d7e,user,0.9930870598401382,sequence_lstm,0.7004777207026672,0.17680731,anomaly,brute_force,0
bbb21a206178,user_54489d7e,user,0.9930330524951393,sequence_lstm,0.6232141238548058,0.17497995,anomaly,brute_force,0
2fb57f59d0cc,user_54489d7e,user,0.9929790451501405,sequence_lstm,0.6146867609029107,0.17258453,anomaly,brute_force,0
8bd32232497c,user_3880f310,user,0.9929250378051415,sequence_lstm,0.2106302904698247,0.17070012,normal,none,0
ddac9d184eca,user_8726aaaf,user,0.9928710304601426,sequence_lstm,0.7069718457677521,0.16972117,anomaly,brute_force,0
ff523f44d365,user_3880f310,user,0.9928170231151436,sequence_lstm,0.6245323799923373,0.15623115,anomaly,brute_force,0
a603bcc962ea,user_54489d7e,user,0.9927630157701447,sequence_lstm,0.7251330944516033,0.15224268,anomaly,brute_force,0
fc1b667d9c3e,dev_09c9cb1b,edge_device,0.9927090084251459,sequence_lstm,0.6400457434879606,0.13471541,anomaly,brute_force,0
cd8ce050c5f1,user_471233c5,user,0.9926550010801469,sequence_lstm,0.7046075491943363,0.13004085,anomaly,brute_force,0
04f099c01726,user_8726aaaf,user,0.992600993735148,sequence_lstm,0.6810279914487855,0.12641054,anomaly,brute_force,0
e69c72ee03a3,dev_09c9cb1b,edge_device,0.992546986390149,sequence_lstm,0.2477948578510467,0.12604658,normal,none,0
5e603d0df95b,dev_09c9cb1b,edge_device,0.9924929790451501,sequence_lstm,0.6294284360206679,0.12333023,anomaly,brute_force,0
89e955247d88,user_ff26c9ec,user,0.9924389717001513,sequence_lstm,0.6561645068373945,0.122710966,anomaly,brute_force,0
888408dc9a86,dev_09c9cb1b,edge_device,0.9923849643551523,sequence_lstm,0.0745572284607663,0.116524324,normal,none,0
9af0260ffae2,dev_09c9cb1b,edge_device,0.9923309570101534,sequence_lstm,0.3868824931649152,0.11473487,anomaly,brute_force,0
c104a82498a7,user_8726aaaf,user,0.9922769496651545,sequence_lstm,0.7803911499490968,0.11015514,anomaly,brute_force,0
53cd3437e9dc,user_8726aaaf,user,0.9922229423201555,sequence_lstm,0.4038945384195987,0.1100613,anomaly,brute_force,0
3a668f33bff6,user_54489d7e,user,0.9921875,cold_start_isolation_forest,0.9677470304394764,,normal,none,1
a613809c3ad1,user_8726aaaf,user,0.9921689349751566,sequence_lstm,0.8286903188829609,0.10925608,anomaly,brute_force,0
2b01018eb2ca,user_1a61615c,user,0.9921149276301577,sequence_lstm,0.6669050185467494,0.10482256,anomaly,brute_force,0
ed37481056c0,user_8726aaaf,user,0.9920609202851588,sequence_lstm,0.6620218190615428,0.10038215,anomaly,brute_force,0
358d8424cac8,dev_09c9cb1b,edge_device,0.9920069129401599,sequence_lstm,0.5939062242928114,0.098787144,anomaly,brute_force,0
37a278362e4b,user_1a61615c,user,0.9919529055951609,sequence_lstm,0.6797933323649856,0.09855039,anomaly,brute_force,0
9574373ed0e4,user_1a61615c,user,0.991898898250162,sequence_lstm,0.4121500965627589,0.09852897,anomaly,brute_force,0
d55318cf5f22,user_1a61615c,user,0.9918448909051631,sequence_lstm,0.6894240540176436,0.098393925,anomaly,brute_force,0
8811d0c5b3de,user_9f48adab,user,0.9917908835601642,sequence_lstm,0.7286336128163803,0.09582142,anomaly,brute_force,0
c8e45b229c51,user_54489d7e,user,0.9917368762151653,sequence_lstm,0.6299937733814499,0.09525617,anomaly,brute_force,0
776673c5e147,dev_09c9cb1b,edge_device,0.9916828688701663,sequence_lstm,0.7215859612183706,0.092448115,anomaly,brute_force,0
7b01a06f3d80,dev_09c9cb1b,edge_device,0.9916288615251674,sequence_lstm,0.4554929848515025,0.09244422,anomaly,brute_force,0
8c893d0ab857,user_3880f310,user,0.9915748541801686,sequence_lstm,0.3126921718392041,0.08964857,normal,none,0
f46dd82d00e3,dev_09c9cb1b,edge_device,0.9915208468351696,sequence_lstm,0.5939062242928114,0.08925162,anomaly,brute_force,0
627d40a78ce3,user_b3163d00,user,0.9914668394901707,sequence_lstm,0.6164846928900143,0.08603011,anomaly,brute_force,0
fda6947a492e,user_3880f310,user,0.9914128321451717,sequence_lstm,0.8006123082990086,0.08492783,anomaly,brute_force,0
4de182d3390d,svc_c0fa647c,service_account,0.9913588248001728,sequence_lstm,0.7016566739458057,0.07668002,anomaly,brute_force,0
0dbca4b37c4c,user_3880f310,user,0.991304817455174,sequence_lstm,0.1601807935863894,0.075481415,normal,none,0
ab9e54527a53,user_54489d7e,user,0.991250810110175,sequence_lstm,0.6277497863050616,0.06875955,anomaly,brute_force,0
8e5935f99348,user_b3163d00,user,0.9911968027651761,sequence_lstm,0.6422892504279111,0.06841892,anomaly,brute_force,0
01a08493f95a,user_1a61615c,user,0.9911427954201771,sequence_lstm,0.6561645068373945,0.066060394,anomaly,brute_force,0
db3c4742126b,user_1a61615c,user,0.9910887880751782,sequence_lstm,0.3456187236538062,0.06327335,anomaly,brute_force,0
30d3af05102a,user_b3163d00,user,0.9910347807301793,sequence_lstm,0.6245323799923373,0.059646863,anomaly,brute_force,0
3a9d5a98911f,user_8726aaaf,user,0.9909807733851804,sequence_lstm,0.8587578952886272,0.059419714,anomaly,brute_force,0
5f98a6e5cc21,svc_c0fa647c,service_account,0.9909267660401815,sequence_lstm,0.1648621828349211,0.05724462,normal,none,0
136e98b27af8,user_1a61615c,user,0.9908727586951825,sequence_lstm,0.221524295139379,0.057167888,normal,none,0
add124845198,svc_c0fa647c,service_account,0.9908187513501836,sequence_lstm,0.6894240540176436,0.053950306,anomaly,brute_force,0
025720b7070b,user_3880f310,user,0.9907647440051847,sequence_lstm,0.6191265758900909,0.05359507,anomaly,brute_force,0
92229cd2a995,user_3880f310,user,0.9907107366601858,sequence_lstm,0.3494747086265193,0.053547073,anomaly,brute_force,0
f6bef4b0fab6,dev_09c9cb1b,edge_device,0.9906567293151869,sequence_lstm,0.6267045320153932,0.049528845,anomaly,brute_force,0
3ac61094d9aa,user_54489d7e,user,0.990602721970188,sequence_lstm,0.7414708348407427,0.04746461,anomaly,brute_force,0
d662696862f3,user_1a61615c,user,0.990548714625189,sequence_lstm,0.7016566739458057,0.044319432,anomaly,brute_force,0
d006a2897f0e,user_8726aaaf,user,0.9904947072801901,sequence_lstm,0.267289949632488,0.04309513,normal,none,0
6d3851171e58,user_b3163d00,user,0.9904406999351912,sequence_lstm,0.6283145556940656,0.04108639,anomaly,brute_force,0
fe0bfb0b61c4,user_ff26c9ec,user,0.9903866925901923,sequence_lstm,0.7856390506436741,0.038685706,anomaly,brute_force,0
ce5624f40a17,user_3880f310,user,0.9903326852451934,sequence_lstm,0.6100955351581927,0.036699735,anomaly,brute_force,0
8fd0fff6751a,user_3880f310,user,0.9902786779001944,sequence_lstm,0.8581151816793802,0.03662212,anomaly,brute_force,0
eaabe19a711c,user_3880f310,user,0.9902246705551955,sequence_lstm,0.8796732743194822,0.03435,anomaly,brute_force,0
04f00540c97b,user_3880f310,user,0.9901706632101965,sequence_lstm,0.6851254346156228,0.034341425,anomaly,brute_force,0
563bb8846deb,dev_09c9cb1b,edge_device,0.9901166558651977,sequence_lstm,0.5955290670743376,0.033194065,anomaly,brute_force,0
21e951373dd9,user_ff26c9ec,user,0.9900626485201988,sequence_lstm,0.0392376045385316,0.03165701,normal,none,0
c1c812588e08,dev_09c9cb1b,edge_device,0.9900086411751998,sequence_lstm,0.5858309040335868,0.029926773,anomaly,brute_force,0
62561dc8c98c,dev_09c9cb1b,edge_device,0.9899546338302009,sequence_lstm,0.3403649887945981,0.027731713,normal,none,0
380a42281187,dev_09c9cb1b,edge_device,0.9899006264852019,sequence_lstm,0.0494540272795275,0.026552523,normal,none,0
abe63eaf5bfb,dev_09c9cb1b,edge_device,0.9898466191402031,sequence_lstm,0.5845862180179139,0.02552791,anomaly,brute_force,0
5c6b5deca47d,user_3880f310,user,0.9897926117952042,sequence_lstm,0.8644342858207879,0.022109766,anomaly,brute_force,0
8b06bd32e75f,user_9f48adab,user,0.9897386044502052,sequence_lstm,0.7569249168553198,0.021813039,anomaly,brute_force,0
9e1121314ceb,user_54489d7e,user,0.9896845971052063,sequence_lstm,0.2019110189698961,0.021608237,normal,none,0
6bfa63132c3d,user_54489d7e,user,0.9896305897602073,sequence_lstm,0.336401414374427,0.021164047,normal,none,0
e2ea2b5c04d4,user_54489d7e,user,0.9895765824152085,sequence_lstm,0.1749467286357508,0.020944871,normal,none,0
4812696a137f,user_9f48adab,user,0.9895225750702096,sequence_lstm,0.7803911499490968,0.018311126,anomaly,brute_force,0
764f437b88fc,user_9f48adab,user,0.9894685677252106,sequence_lstm,0.6245323799923373,0.018131662,anomaly,brute_force,0
5d47cd1c7bdd,user_471233c5,user,0.9894145603802117,sequence_lstm,0.7263287348277194,0.017429946,anomaly,brute_force,0
c4fb0b01cb1c,user_9f48adab,user,0.9893605530352128,sequence_lstm,0.8225664825827802,0.016069654,anomaly,brute_force,0
e44a62dc4195,user_3880f310,user,0.9893065456902139,sequence_lstm,0.6100955351581927,0.015041195,anomaly,brute_force,0
a919bd2244ad,user_ff26c9ec,user,0.989252538345215,sequence_lstm,0.0413721407166609,0.013594389,normal,none,0
fe53faf7297e,user_1a61615c,user,0.989198531000216,sequence_lstm,0.385022623087597,0.011974098,anomaly,brute_force,0
8da10390661f,user_3880f310,user,0.9891445236552171,sequence_lstm,0.3287440747116727,0.011330273,normal,none,0
9f5ed1c7c849,dev_09c9cb1b,edge_device,0.9890905163102182,sequence_lstm,0.1415390907245246,0.010931898,normal,none,0
913299628290,dev_09c9cb1b,edge_device,0.9890365089652192,sequence_lstm,0.1533636264807977,0.008865203,normal,none,0
74371547c6e0,user_ff26c9ec,user,0.9889825016202204,sequence_lstm,0.1365143889465234,0.008030941,normal,none,0
58e8cbbfc66d,user_1a61615c,user,0.9889284942752214,sequence_lstm,0.0295986595738991,0.006839588,normal,none,0
67a4e1ba0c1f,user_1a61615c,user,0.9888744869302225,sequence_lstm,0.0331832834698136,0.0068284385,normal,none,0
7d62c431c78f,user_9f48adab,user,0.9888204795852236,sequence_lstm,0.8587578952886272,0.005207849,anomaly,brute_force,0
b5ef89b2553f,user_3880f310,user,0.9887664722402246,sequence_lstm,0.3897161693178937,0.004235967,anomaly,impossible_travel,0
8a46d9bee98b,user_3880f310,user,0.9887124648952258,sequence_lstm,0.2691251442828349,0.0042050635,normal,none,0
c0cd3975634e,user_471233c5,user,0.9886584575502269,sequence_lstm,0.0313303271803861,0.0039031703,normal,none,0
77047fe8d707,dev_09c9cb1b,edge_device,0.9886044502052279,sequence_lstm,0.1322227923698476,0.0032796108,normal,none,0
a4a8dbab0012,user_8726aaaf,user,0.988550442860229,sequence_lstm,0.1256953285757759,0.002886279,normal,none,0
39461c53aefd,user_21f0d642,user,0.98849643551523,sequence_lstm,0.9714105800648885,0.0027437578,anomaly,device_spoofing,1
3e313c622c36,user_471233c5,user,0.9884424281702312,sequence_lstm,0.3139840985708465,0.0027366704,normal,none,0
b37c868b0363,user_471233c5,user,0.9883884208252323,sequence_lstm,0.3317847211518012,0.0027181823,normal,none,0
6a02016e1ec3,user_21f0d642,user,0.9883344134802333,sequence_lstm,0.5357497974363112,0.0027179956,anomaly,credential_stuffing,0
f5888a91bf35,svc_76897e89,service_account,0.9882804061352344,sequence_lstm,0.3987112098344272,0.0026912552,anomaly,device_spoofing,0
