session_id,entity_id,entity_type,label,anomaly_type,predicted_type,predicted_confidence
dfd71de9018b,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.423437473672948
f93159db8324,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39085783342240915
06824dd64348,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4491977608488845
1dd37548c018,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36486335097810335
92f8a5ce18a9,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.49378012104982144
099f5200c61c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3678654454451267
4452dd4cb193,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33795555044248293
521fceb3e93d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3595677075714221
6c1d6003c512,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3584238620212721
025eba59189e,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.38791075001274306
de7a1274621b,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.36996771413075064
8668b34330ba,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3862242688036783
6a582040d198,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4147651767025075
77828dbb9e8c,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.49169712289329387
c7e7c9779291,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4203552347119007
fcca5097ad5a,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4000294943780406
7ab84eb47d3d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.311542635209751
cdc9e873fc1b,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.515096257173305
0fca4379ae8b,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5102854463624942
9904e94614bc,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3800431543951158
53feaf2f2582,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4558563402778212
841f51248988,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37159924137751965
7e2828779e82,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.42029012903792384
8fe2007c2c90,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.40148744169197925
e69baa460059,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.42504698694728427
516abdebed8c,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4250480768561084
dbf50382aa9d,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.42194983207252973
9ac6a1a44c43,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.46475806950281756
ade8775f9b26,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4403779537445174
22565428c0d2,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3065000873850554
06e4d9f56f0e,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37524761853593397
b641558ac258,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4756505554030204
57ee3d4f5ab0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3671691148290947
ee897f28a83b,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.3794099656674718
040f7457f566,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3439038011623838
41e302ddab9b,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3117295326936008
0704dbe215da,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3547548463959329
124dce25133a,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.319844395864746
d818ff6dd04d,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.39891661243554405
bab0390381f7,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5624704149317404
701c4fd7c9dc,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.397056475080225
968bad646a6b,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.32227853181435273
47aa04523260,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.47913817362584205
7a18e5a9962a,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.34973187619148244
af3178cde839,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.35111459273028933
2cdd198cfb99,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.339845742496166
cf4f80ebde98,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3756191721760907
2dfbeddf972e,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3177771172665797
85231dedc456,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.375849450996833
d650f0373623,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3633813130781247
12c633518d96,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.32384012518259553
dad8e427fcb7,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3569207436088343
47aee6d6b368,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.36953901523056804
a7cc76659af0,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.44092566678782846
51cb859538b0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.31170842408627325
fd30e5421690,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.48255446001899677
cc165289bbd4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35024867587003045
47c926682565,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3447492130403478
8268b21b25a7,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3626132668798996
58e49ca5d92a,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.39060508419731654
6bb7fcd4b8b4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39546385906399345
d3b7ba90e984,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.394417125060396
246e5157d542,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35219019444702776
cc3285765200,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3272288979873707
93dca5c647e3,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3985468087082383
642562eb57bf,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3535762900467294
1de6f4cd2e44,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.38209664821767464
283cf432e3f3,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3534772642902662
f178efea1f06,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3572365876897779
ece3fd607868,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3722971418535845
ee874ad0987c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4110368012259256
1445ceaab836,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3152508284538925
8fa7e39b258e,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3474241504960183
96eeb29c3a07,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3714523337989191
9ae5bd836f01,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3714523337989191
a01d10319e55,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3958006800300788
0d5f4f192459,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3996456956657644
09b56a11d1a0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39363539236568346
d6043bb663d3,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.405989551804902
d39b8e6d60db,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.34929915049601834
5138f20d9125,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4007895412159144
1526f7aa7117,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.41992654788648615
0d3abec7368b,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4062972293837825
2f6abe48fafe,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.41736798079981813
5745f6735031,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36094093551586487
7fd885f1f759,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4833472413621431
fa6b756a1ad4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4315070747787817
74310d4a1a11,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4430525059242128
cdf19fb4b142,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4164550614869111
d102b744608d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.32514205644864946
2ed37278229e,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39636726167241787
e5103d39fef6,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.3187788258390511
3f353d0b7602,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39593900184059433
ba76935c3065,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4017948576964502
16f06b0bb739,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5104986002175788
9f08f30bbf19,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3889402875737937
789a3e8fb054,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4311515850264097
88e99a242d60,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.43481540157764215
e1b712475ca2,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.41192448130006115
2c17c2696cdc,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3493689442941914
4cebbeb4a669,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.3998694996506392
29a983552c67,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4222506214369357
155dd82fd9b0,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.48447087970636954
b0e775bd1f95,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.48628479518594064
01180b25e196,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39971377754953435
24e300c1f9b4,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4795591150004872
0111a83c48d6,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4243169592721131
40a5c0ac28f2,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37815442866436316
6ba9c5f85c1f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.40212958183160114
4fa8fec46eab,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3693898185580375
c3a75f3f5160,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36815561604751207
ff13b4221c3f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33850427657593296
2d18a8e34a02,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36197873636938754
4f5e7a4649d4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3501530582652704
cd2da037d2b9,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.43201154314573215
5cc0ee707d71,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.38409417876441165
3970b211b915,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4740796287449719
c308b7a684a3,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.32462879883045476
ff838971dd7e,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3469106330531034
42bb56a872a8,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.30064221385302115
10115d44f20f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3616709240197856
967bdfd5281a,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33012144386391423
5c98fb513684,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.35598741027550096
8eb32d9ba175,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.32360752242219765
c1df9cc04686,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.32448647693980975
c710acbccf70,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.29267650905421455
f91dcdce7789,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3504782055599085
a5e99d8b2ef7,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3319259388455154
59ce1742e753,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.35006841465302085
6663d6796ba4,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.48240415828057354
b766512ecb9e,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.42630953769483093
a363adce1e27,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3123165692964006
e2459a3192fb,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3146833691534878
38be97d3e036,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.376501978193531
60e3d3205e59,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.37213844770635907
93c909d378e6,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4995902999908833
4602158d8f1a,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33436533962392223
30a791112cba,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.32719155604532396
13cc1bfcfee4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3034743103738987
775e0841c39a,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3108266743837319
2763b80515f1,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.49528869425323097
c2b475ee9cf4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3663534122740982
94383f4bc95d,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.42411228301607756
4a73eb27f241,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5809702079084018
d91bc20ce13a,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3632340998802721
b73916711fca,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4941187109762606
93f5df22f31b,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.323340855755531
365a147dc842,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.35598741027550096
836733a3f702,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.48876617173070847
c2631005a401,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.38166785450626406
9c1e5d3a0ed4,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4939035270984583
7f593178e55b,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.34285589577548364
4caa3a583bdc,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3998525656506539
c66940dc9d7c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36043558605695913
5ead2db38df8,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33419365217364094
a02ff8de5a39,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3967437285380692
5bb18262ffa0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4256061126814627
6c81a0e76878,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4563506842998687
a5f601750b43,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3578932131756032
c7a6e8fb091f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.42227277934812935
8a063d7ce2ca,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.316762329872566
0545b0d10188,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35095647550433134
8d731bb78295,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.33543642996826334
f8ee76a61231,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4011822415655068
09d812e4d669,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4926780488992125
b173087f4a44,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.3914647871880693
511375fb301a,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3304614202031495
99b009c3d2b7,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35780516880987506
3c9bc795a342,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5331138302054912
2fb0e3457528,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4011822415655068
51278d048ae3,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3733667129288829
360bc590b37d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3748583002360015
c1adadcb1b1d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.38260343022740256
9e274fd021ec,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3702508188184565
65a85d26d80a,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.36094093551586487
d5610761b507,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37159924137751965
6bf9a1e799a4,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.339564637221682
c7a92e90c5c5,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.4349369494641573
5508c0d7856f,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4308410567144643
7a7d91632272,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.345352291884017
e5ba58fd6c3d,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4224948771175748
5d14c9deb412,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3695773337989191
ea432da1ac18,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37067544879020115
991daa42ee66,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.406568402489085
3346cd5a4001,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35139803795410085
bbc90bc1eabe,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3522336743055421
b2cb9f8d24b5,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35623437423808874
bac8a571c00b,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4337597620577063
c9365d50827b,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.5559265386425151
7c200eb31f1c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4015845377112482
2dc9a88e94ce,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5441084479842792
e16888404a86,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.373325704838055
61339ccc3a02,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.37580906138861586
4f98828d3c6c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3446543914079522
a1170628e700,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.35140445188959574
c1971cb33544,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.42220896543025604
d1f72587ae6d,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4163321994265667
dd2171943d55,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.4046989997209456
31562dce4242,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.368886287658516
04d7546dabd7,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.456195090874708
871ec3eb2215,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.40347162967974776
1d8aab38308f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39381413397792936
4fab4594ba71,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.32664932817760783
69608b2de939,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3185841617872258
de33bb32cc89,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3726688124528182
f6d7dd015298,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3842899114364673
8747de76abeb,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4748887986987841
0633fc907ce8,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.4748887986987841
d5cfada068a5,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5136862365939174
7da8022e40c3,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39652804825318266
12d8afb6dcbf,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3737238056530581
23f3144ad6a0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.339167154300298
482e037f9262,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.41407116227884705
22972d2f7925,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.39908482793876837
84aea97bd96f,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.34870145455080565
b50efa7d4667,dev_0d2c7feb,edge_device,normal,none,lateral_movement,0.3484884459630002
545e4c9e3b9b,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3573609821085259
4aa102dd799c,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.41186143593167446
4b0ad4261ec0,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3346522826464982
34e841b02aec,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.36328626391206853
b02502690aec,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5075731790192145
08095c39501e,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.37083409988027216
0606f4516062,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.299506084519668
26f244c55834,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3645906117381555
0c5319a9b6ec,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3319259388455154
e5017de69208,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3650155441602699
6a8b03880bd7,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.5735580362807945
b01f8eaee51c,dev_0d2c7feb,edge_device,normal,none,impossible_travel,0.3042977511863347
8ad12f32a58f,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.36433030701175173
a7c206868a68,dev_0d2c7feb,edge_device,normal,none,low_and_slow_exfiltration,0.47913817362584205
ba0580490bbd,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.3319259388455154
96ca8c75a608,dev_0d2c7feb,edge_device,normal,none,device_spoofing,0.35510624097396404
