session_id,entity_id,entity_type,hour_z,resource_novelty,n_resources_this_session,device_novel,geo_km_per_hr,session_duration_sec,cmd_seq_len,failed_auth_attempts,is_cold_start,history_size,ip_failed_5min,ip_unique_entities_5min
85231dedc456,dev_0d2c7feb,edge_device,0.13697102853553603,0.0,3,0,0.0,327,4,0,0,111,0.0,1.0
d650f0373623,dev_0d2c7feb,edge_device,0.17644342823466033,0.0,3,0,0.0,394,6,0,0,112,0.0,1.0
12c633518d96,dev_0d2c7feb,edge_device,0.20481539826510362,0.0,1,0,0.0,252,5,0,0,113,0.0,1.0
dad8e427fcb7,dev_0d2c7feb,edge_device,0.2611655053422765,0.0,3,0,0.0,360,5,0,0,114,0.0,1.0
47aee6d6b368,dev_0d2c7feb,edge_device,0.28909829650464147,0.0,2,0,0.0,406,4,0,0,115,0.0,1.0
a7cc76659af0,dev_0d2c7feb,edge_device,0.294086743793893,0.0,2,0,0.0,273,2,0,0,116,0.0,1.0
51cb859538b0,dev_0d2c7feb,edge_device,0.3482391493103267,0.0,2,0,0.0,189,6,0,0,117,0.0,1.0
fd30e5421690,dev_0d2c7feb,edge_device,0.4430570446840137,0.0,1,0,0.0,404,2,0,0,118,0.0,1.0
cc165289bbd4,dev_0d2c7feb,edge_device,0.4605714192921618,0.0,2,0,0.0,394,5,0,0,119,0.0,1.0
47c926682565,dev_0d2c7feb,edge_device,0.46310673654618123,0.0,3,0,0.0,400,3,0,0,120,0.0,1.0
8268b21b25a7,dev_0d2c7feb,edge_device,0.47468241096520913,0.0,3,0,0.0,520,6,0,0,121,0.0,1.0
58e49ca5d92a,dev_0d2c7feb,edge_device,0.6103952513012291,0.0,3,0,0.0,424,2,0,0,122,0.0,1.0
6bb7fcd4b8b4,dev_0d2c7feb,edge_device,0.6588087184264334,0.0,2,0,0.0,310,5,0,0,123,0.0,1.0
d3b7ba90e984,dev_0d2c7feb,edge_device,0.832334156463588,0.0,3,0,0.0,445,6,0,0,124,0.0,1.0
246e5157d542,dev_0d2c7feb,edge_device,0.8194238078804247,0.0,1,0,0.0,291,3,0,0,125,0.0,1.0
cc3285765200,dev_0d2c7feb,edge_device,0.806966451476362,0.0,1,0,0.0,579,4,0,0,126,0.0,1.0
93dca5c647e3,dev_0d2c7feb,edge_device,0.8042632941223499,0.0,3,0,0.0,377,5,0,0,127,0.0,1.0
642562eb57bf,dev_0d2c7feb,edge_device,0.8547635602585161,0.0,2,0,0.0,505,4,0,0,128,0.0,1.0
1de6f4cd2e44,dev_0d2c7feb,edge_device,0.8912184854240824,0.0,2,0,0.0,249,3,0,0,129,0.0,1.0
283cf432e3f3,dev_0d2c7feb,edge_device,0.9358889962222928,0.0,2,0,0.0,529,3,0,0,130,0.0,1.0
f178efea1f06,dev_0d2c7feb,edge_device,0.9537588343271726,0.0,1,0,0.0,262,3,0,0,131,0.0,1.0
ece3fd607868,dev_0d2c7feb,edge_device,1.0276216387381971,0.0,1,0,0.0,386,5,0,0,132,0.0,1.0
ee874ad0987c,dev_0d2c7feb,edge_device,1.0572941117522627,0.0,3,0,0.0,217,5,0,0,133,0.0,1.0
1445ceaab836,dev_0d2c7feb,edge_device,1.0855102496081648,0.0,1,0,0.0,196,3,0,0,134,0.0,1.0
8fa7e39b258e,dev_0d2c7feb,edge_device,1.1593306519820963,0.0,1,0,0.0,451,4,0,0,135,0.0,1.0
96eeb29c3a07,dev_0d2c7feb,edge_device,1.2633090825798436,0.0,1,0,0.0,416,6,0,0,136,0.0,1.0
9ae5bd836f01,dev_0d2c7feb,edge_device,1.2577210905391865,0.0,1,0,0.0,427,6,0,0,137,0.0,1.0
a01d10319e55,dev_0d2c7feb,edge_device,1.2275835074196715,0.0,1,0,0.0,278,5,0,0,138,0.0,1.0
0d5f4f192459,dev_0d2c7feb,edge_device,1.1961962699060666,0.0,3,0,0.0,359,3,0,0,139,0.0,1.0
09b56a11d1a0,dev_0d2c7feb,edge_device,1.3073345715062794,0.0,2,0,0.0,402,6,0,0,140,0.0,1.0
d6043bb663d3,dev_0d2c7feb,edge_device,1.2678100499406597,0.0,3,0,0.0,372,2,0,0,141,0.0,1.0
d39b8e6d60db,dev_0d2c7feb,edge_device,1.230858171525301,0.0,1,0,0.0,405,4,0,0,142,0.0,1.0
5138f20d9125,dev_0d2c7feb,edge_device,1.1962005482103435,0.0,3,0,0.0,337,4,0,0,143,0.0,1.0
1526f7aa7117,dev_0d2c7feb,edge_device,1.1635996692728652,0.0,3,0,0.0,238,3,0,0,144,0.0,1.0
0d3abec7368b,dev_0d2c7feb,edge_device,1.13285147453039,0.0,3,0,0.0,316,2,0,0,145,0.0,1.0
2f6abe48fafe,dev_0d2c7feb,edge_device,1.1037795147139655,0.0,3,0,0.0,336,5,0,0,146,0.0,1.0
5745f6735031,dev_0d2c7feb,edge_device,1.0762303128667814,0.0,1,0,0.0,253,3,0,0,147,0.0,1.0
7fd885f1f759,dev_0d2c7feb,edge_device,1.0500696451622527,0.0,1,0,0.0,391,2,0,0,148,0.0,1.0
fa6b756a1ad4,dev_0d2c7feb,edge_device,1.0251795331027076,0.0,3,0,0.0,224,5,0,0,149,0.0,1.0
74310d4a1a11,dev_0d2c7feb,edge_device,1.0014557915725268,0.0,3,0,0.0,248,5,0,0,150,0.0,1.0
cdf19fb4b142,dev_0d2c7feb,edge_device,0.9788060151944109,0.0,2,0,0.0,407,2,0,0,151,0.0,1.0
d102b744608d,dev_0d2c7feb,edge_device,0.9571479132317067,0.0,1,0,0.0,172,5,0,0,152,0.0,1.0
2ed37278229e,dev_0d2c7feb,edge_device,0.9364079238512044,0.0,3,0,0.0,500,6,0,0,153,0.0,1.0
e5103d39fef6,dev_0d2c7feb,edge_device,0.9165200539455295,0.0,2,0,0.0,109,3,0,0,154,0.0,1.0
3f353d0b7602,dev_0d2c7feb,edge_device,3.3748945516284006,0.0,2,0,0.0,473,3,0,0,155,0.0,1.0
ba76935c3065,dev_0d2c7feb,edge_device,2.4394589206473043,0.0,2,0,0.0,610,3,0,0,156,0.0,1.0
16f06b0bb739,dev_0d2c7feb,edge_device,2.232097878025683,0.0,1,0,0.0,266,2,0,0,157,0.0,1.0
9f08f30bbf19,dev_0d2c7feb,edge_device,1.9105728169664962,0.0,2,0,0.0,342,4,0,0,158,0.0,1.0
789a3e8fb054,dev_0d2c7feb,edge_device,1.667816567360514,0.0,3,0,0.0,374,6,0,0,159,0.0,1.0
88e99a242d60,dev_0d2c7feb,edge_device,1.5870549200344128,0.0,3,0,0.0,243,2,0,0,160,0.0,1.0
e1b712475ca2,dev_0d2c7feb,edge_device,1.381728382521497,0.0,2,0,0.0,292,4,0,0,161,0.0,1.0
2c17c2696cdc,dev_0d2c7feb,edge_device,1.2985849821771074,0.0,3,0,0.0,151,4,0,0,162,0.0,1.0
4cebbeb4a669,dev_0d2c7feb,edge_device,1.2170002264766269,0.0,3,0,0.0,452,2,0,0,163,0.0,1.0
29a983552c67,dev_0d2c7feb,edge_device,1.1742444753357064,0.0,2,0,0.0,312,6,0,0,164,0.0,1.0
155dd82fd9b0,dev_0d2c7feb,edge_device,1.1050910458493053,0.0,1,0,0.0,447,2,0,0,165,0.0,1.0
b0e775bd1f95,dev_0d2c7feb,edge_device,1.0264337470080869,0.0,3,0,0.0,185,2,0,0,166,0.0,1.0
01180b25e196,dev_0d2c7feb,edge_device,0.9582839543218327,0.0,2,0,0.0,271,4,0,0,167,0.0,1.0
24e300c1f9b4,dev_0d2c7feb,edge_device,0.928612456303555,0.0,1,0,0.0,398,2,0,0,168,0.0,1.0
0111a83c48d6,dev_0d2c7feb,edge_device,0.9023630662357807,0.0,1,0,0.0,91,5,0,0,169,0.0,1.0
40a5c0ac28f2,dev_0d2c7feb,edge_device,0.8124505125348689,0.0,3,0,0.0,335,3,0,0,170,0.0,1.0
6ba9c5f85c1f,dev_0d2c7feb,edge_device,0.7702604184716445,0.0,3,0,0.0,264,3,0,0,171,0.0,1.0
4fa8fec46eab,dev_0d2c7feb,edge_device,0.7450553419696788,0.0,1,0,0.0,241,6,0,0,172,0.0,1.0
c3a75f3f5160,dev_0d2c7feb,edge_device,0.700204617330416,0.0,2,0,0.0,398,5,0,0,173,0.0,1.0
ff13b4221c3f,dev_0d2c7feb,edge_device,0.6337048935668662,0.0,1,0,0.0,220,3,0,0,174,0.0,1.0
2d18a8e34a02,dev_0d2c7feb,edge_device,0.5548268186860903,0.0,2,0,0.0,378,4,0,0,175,0.0,1.0
4f5e7a4649d4,dev_0d2c7feb,edge_device,0.532675786678219,0.0,1,0,0.0,336,6,0,0,176,0.0,1.0
cd2da037d2b9,dev_0d2c7feb,edge_device,0.5202007724348487,0.0,2,0,0.0,268,2,0,0,177,0.0,1.0
5cc0ee707d71,dev_0d2c7feb,edge_device,0.49619968112363944,0.0,3,0,0.0,531,6,0,0,178,0.0,1.0
3970b211b915,dev_0d2c7feb,edge_device,0.479647667365818,0.0,1,0,0.0,26,6,0,0,179,0.0,1.0
c308b7a684a3,dev_0d2c7feb,edge_device,0.472897623073648,0.0,2,0,0.0,208,4,0,0,180,0.0,1.0
ff838971dd7e,dev_0d2c7feb,edge_device,0.45662577613578315,0.0,1,0,0.0,269,5,0,0,181,0.0,1.0
42bb56a872a8,dev_0d2c7feb,edge_device,0.4308303409899962,0.0,1,0,0.0,490,3,0,0,182,0.0,1.0
10115d44f20f,dev_0d2c7feb,edge_device,0.420065850773021,0.0,3,0,0.0,240,4,0,0,183,0.0,1.0
967bdfd5281a,dev_0d2c7feb,edge_device,0.3945538586908643,0.0,1,0,0.0,250,5,0,0,184,0.0,1.0
5c98fb513684,dev_0d2c7feb,edge_device,0.3793065124201784,0.0,3,0,0.0,339,6,0,0,185,0.0,1.0
8eb32d9ba175,dev_0d2c7feb,edge_device,0.32118515765904104,0.0,1,0,0.0,472,5,0,0,186,0.0,1.0
c1df9cc04686,dev_0d2c7feb,edge_device,0.2404020117642228,0.0,1,0,0.0,338,5,0,0,187,0.0,1.0
c710acbccf70,dev_0d2c7feb,edge_device,0.1521670609217967,0.0,1,0,0.0,221,3,0,0,188,0.0,1.0
f91dcdce7789,dev_0d2c7feb,edge_device,0.14776480067387412,0.0,2,0,0.0,306,5,0,0,189,0.0,1.0
a5e99d8b2ef7,dev_0d2c7feb,edge_device,0.09049802698399415,0.0,1,0,0.0,626,3,0,0,190,0.0,1.0
59ce1742e753,dev_0d2c7feb,edge_device,0.06537599454964568,0.0,2,0,0.0,390,3,0,0,191,0.0,1.0
6663d6796ba4,dev_0d2c7feb,edge_device,0.024671477595126605,0.0,1,0,0.0,330,2,0,0,192,0.0,1.0
b766512ecb9e,dev_0d2c7feb,edge_device,0.03807434444846964,0.0,2,0,0.0,300,2,0,0,193,0.0,1.0
a363adce1e27,dev_0d2c7feb,edge_device,0.06809586600135618,0.0,1,0,0.0,280,4,0,0,194,0.0,1.0
e2459a3192fb,dev_0d2c7feb,edge_device,0.0841165663709696,0.0,2,0,0.0,154,5,0,0,195,0.0,1.0
38be97d3e036,dev_0d2c7feb,edge_device,0.11147755368277504,0.0,2,0,0.0,409,4,0,0,196,0.0,1.0
60e3d3205e59,dev_0d2c7feb,edge_device,0.13310870755118004,0.0,3,0,0.0,456,5,0,0,197,0.0,1.0
93c909d378e6,dev_0d2c7feb,edge_device,0.19822137729064973,0.0,2,0,0.0,184,2,0,0,198,0.0,1.0
4602158d8f1a,dev_0d2c7feb,edge_device,0.24275245071910936,0.0,3,0,0.0,202,5,0,0,199,0.0,1.0
30a791112cba,dev_0d2c7feb,edge_device,0.24572896475439987,0.0,2,0,0.0,223,4,0,0,200,0.0,1.0
13cc1bfcfee4,dev_0d2c7feb,edge_device,0.2547208327276137,0.0,2,0,0.0,186,5,0,0,201,0.0,1.0
775e0841c39a,dev_0d2c7feb,edge_device,0.25766469256545205,0.0,3,0,0.0,127,6,0,0,202,0.0,1.0
2763b80515f1,dev_0d2c7feb,edge_device,0.3034856146851093,0.0,1,0,0.0,411,2,0,0,203,0.0,1.0
c2b475ee9cf4,dev_0d2c7feb,edge_device,0.3089641783673923,0.0,2,0,0.0,283,5,0,0,204,0.0,1.0
94383f4bc95d,dev_0d2c7feb,edge_device,0.3425912128621696,0.0,2,0,0.0,475,2,0,0,205,0.0,1.0
4a73eb27f241,dev_0d2c7feb,edge_device,0.36662315487341085,0.0,1,0,0.0,170,2,0,0,206,0.0,1.0
d91bc20ce13a,dev_0d2c7feb,edge_device,0.3746153905748908,0.0,3,0,0.0,400,5,0,0,207,0.0,1.0
b73916711fca,dev_0d2c7feb,edge_device,0.3697205083268378,0.0,3,0,0.0,149,2,0,0,208,0.0,1.0
93f5df22f31b,dev_0d2c7feb,edge_device,0.3811738679221864,0.0,1,0,0.0,447,5,0,0,209,0.0,1.0
365a147dc842,dev_0d2c7feb,edge_device,0.38603063228944856,0.0,3,0,0.0,367,5,0,0,210,0.0,1.0
836733a3f702,dev_0d2c7feb,edge_device,0.40086132095755833,0.0,1,0,0.0,400,2,0,0,211,0.0,1.0
c2631005a401,dev_0d2c7feb,edge_device,0.5161731851797882,0.0,2,0,0.0,242,3,0,0,212,0.0,1.0
9c1e5d3a0ed4,dev_0d2c7feb,edge_device,0.5323576914204937,0.0,1,0,0.0,293,2,0,0,213,0.0,1.0
7f593178e55b,dev_0d2c7feb,edge_device,0.5518127052249056,0.0,2,0,0.0,203,4,0,0,214,0.0,1.0
4caa3a583bdc,dev_0d2c7feb,edge_device,0.6363528828042567,0.0,3,0,0.0,348,5,0,0,215,0.0,1.0
